eis_id,title,document_type,lead_agency,state,all_states,filed_date,filed_year,federal_register_date,comment_letter_date,comment_due_date,epa_impact,epa_adequacy,attachment_count
80902,Reef Fish Fishery Management Plan Amendment 22 To Set Red Snapper Substainable Fisheries Act Targets and Thresholds Set a Rebuilding Plan and Establish Bycatch Reporting Methodologies for the Reef Fish Fishery Gulf of Mexico,Third Final Supplemental,National Oceanic and Atmospheric Administration,,,2004-08-20,2004,2004-08-27,2004-09-13,2004-09-27,Lack of Objections,,2
80903,Seabird Interaction Mitigation Methods To Reduce Interaction with Seabird in Hawaii-Based Longline Fishery and Pelagic Squid Fishery Management To Establish an Effective Management Framework for Pelagic Squid Fisheries Fishery Management Plan Pelagic Fisheries of the Western Pacific Region Exclusive Economic Zone of the U.S. and High Sea,Draft,National Oceanic and Atmospheric Administration,HI,HI,2004-08-20,2004,2004-08-27,2004-10-12,2004-10-12,Environmental Concerns,2.0,2
80928,2005-2006 Pacific Coast Groundfish Fishery Proposed Acceptable Biological Catch and Optimum Yield Specifications and Management Measures WA OR and CA,Draft,National Oceanic and Atmospheric Administration,WA,"WA, OR",2004-08-20,2004,2004-08-27,2004-10-08,2004-10-12,Environmental Concerns,2.0,1
87092,Nisqually National Wildlife Refuge (NWR) Comprehensive Conservation Management Plan Habitat Restoration Refuge Boundary Expansion and Related Environmental Education and Recreational Opportunities Approval and Implementation Puget Sound Nisqually River Delta Thurston and Pierce Counties WA,Final,Fish and Wildlife Service,WA,WA,2004-08-24,2004,2004-09-03,2004-09-23,2004-10-04,,,1
85927,Reissuance of 10-Year Term Grazing Permits to Continue Authorize Grazing on Eight Cattle Alloments Permit Reissuing Beaver Mountain Tushar Range Millard Piute Garfield Beaver and Iron Counties UT,Draft,Forest Service,UT,UT,2004-08-24,2004,2004-09-03,2004-10-18,2004-10-18,Environmental Concerns,2.0,1
81745,Petrified Forest National Park General Management Plan Revision Implementation Navajo and Apache Counties AZ,Final,National Park Service,AZ,AZ,2004-08-24,2004,2004-09-03,2004-09-14,2004-10-04,,,1
80929,Pribilof Islands Setting for the Annual Subsistence Harvest of Northern Fur Seals to Determine and Publish the Take Ranges Pribilof Islands AK,Draft,National Oceanic and Atmospheric Administration,AK,AK,2004-08-24,2004,2004-09-03,2004-10-14,2004-10-19,Lack of Objections,,1
80930,Bering Sea and Aleutian Islands King and Tanner Crab Fisheries and Fishery Management Plan Implementation United States Exclusive Economic Zone (EEZ) off Alaska AK,Final,National Oceanic and Atmospheric Administration,AK,AK,2004-08-25,2004,2004-09-03,2004-10-04,2004-10-04,,,0
75863,Alpine Satellite Development Plan Proposal for Construction and Operation of Five Oil Production Pads Associated Wells Roads Airstrips Pipelines and Power Lines Authorization US Army COE Section 10 and 404 EPA Clean Water Act and US Coast Guard Bridge Permits Issuance or Denial Northeast corner of the National Petroleum Reserve- Alaska Colville River Delta North Slope Borough AK,Final,Bureau of Land Management,AK,AK,2004-08-26,2004,2004-09-03,2004-10-04,2004-10-04,Environmental Concerns,2.0,1
85928,Ocala National Forest Access Designation Process Roads and Trails Systems Development Implementation Lake Marion and Putnam Counties FL,Draft,Forest Service,FL,FL,2004-08-26,2004,2004-09-03,2004-12-01,2004-12-01,Environmental Concerns,1.0,1
85950,West Maurys Fuels and Vegetation Management Project Prescribed Fire Commercial and Noncommercial Thinning Grapple Piling and Hand Piling Implementation Lookout Mountain Range District Ochoco National Forest Crook County OR,Draft,Forest Service,OR,OR,2004-08-27,2004,2004-09-03,2004-11-04,2004-10-19,Environmental Concerns,2.0,1
77222,Salmon Creek Project Water Flow Restoration and Streambed Rehabilitation Providing Passage for Summer Steelhead and Spring Chinook Funding Okanogan County WA,Draft,Department of Energy,WA,WA,2004-08-27,2004,2004-09-03,2004-11-08,2004-10-19,Lack of Objections,,2
83224,Akutan Harbor Navigation Improvements Project Construction and Implementation Bering Sea City of Akutan AK,Final,U.S. Army Corps of Engineers,AK,AK,2004-08-30,2004,2004-09-10,2004-10-12,2004-10-12,Environmental Objections,2.0,1
80592,Del Rio Port of Entry (POE) Increased Security Measures Associated with Phase II Expansion Supplement to the 1992 Del Rio Border Patrol Station Funding Val Verde County TX,Draft Supplement,General Services Administration,TX,TX,2004-08-31,2004,2004-09-10,2004-10-22,2004-10-25,Lack of Objections,,2
83249,Miami Harbor Navigation Improvements Project Widening and Deepening Portions of the Port Miami-Dade County FL,Final,U.S. Army Corps of Engineers,FL,FL,2004-08-31,2004,2004-09-10,2004-10-07,2004-10-12,Environmental Concerns,1.0,2
83248,PROGRAMMATIC - Florida Keys Water Quality Improvements Program Wastewater and Stormwater Improvement Implementation South Florida Water Management District Monroe County FL,Final,U.S. Army Corps of Engineers,FL,FL,2004-08-31,2004,2004-09-10,2004-10-12,2004-10-12,Lack of Objections,,2
79379,US 40/61 Bridge Location Study over the Missouri River Transportation System Improvements Section 9 of the Rivers and Harbor Act Permit US Army COE Section 10 and 404 Permits Missouri River St. Charles and St. Louis Counties MO,Final,Federal Highway Administration,MO,MO,2004-08-31,2004,2004-09-10,2004-10-22,2004-10-12,Lack of Objections,,2
81746,Point Reyes National Seashore (PRNS) and the North District of Golden Gate National Recreation Area (GGNRA) Fire Management Plan Implementation Marin County CA,Final,National Park Service,CA,CA,2004-08-31,2004,2004-09-10,2004-09-14,2004-10-12,,,1
85951,San Diego Range Allotment Project Proposal to Revise Grazing Program Santa Fe National Forest Jerez Ranger District Township 17-19 North Range 1-3 East Sandoval County NM,Draft,Forest Service,NM,NM,2004-09-01,2004,2004-09-10,2004-10-25,2004-10-25,Lack of Objections,,2
81776,Chesapeake Bay Special Resource Study (SRS) Restoration and Conservation of the Chesapeake Bay New Unit of the National Park System MD VA PA and DC,Final,National Park Service,VA,"VA, MD, PA",2004-09-01,2004,2004-09-10,2004-10-05,2004-10-12,Lack of Objections,,1
85952,Meteor Project Harvesting Timber and Conducting Associated Activities on 744 Acres Implementation Klamath National Forest Salmon River Ranger District Siskiyou County CA,Final,Forest Service,CA,CA,2004-09-02,2004,2004-09-10,2004-09-30,2004-10-12,,,1
82825,GENERIC - License Renewal of Nuclear Plants Arkansas Nuclear One Unit 2 (Tac. Nos. MB 8405) Supplement 19 to NUREG-1437 Operating License Renewal Pope County AR,Draft,Nuclear Regulatory Commission,AR,AR,2004-09-02,2004,2004-09-10,2004-11-10,2004-11-24,Lack of Objections,,2
80076,Los Angeles Union Station Run-Through Tracks Project Pedestrian Access Improvements Connectivity and Increase the Capacity City Los Angeles Los Angeles County CA,Draft,Federal Railroad Administration,CA,CA,2004-09-02,2004,2004-09-10,2004-10-25,2004-10-25,Environmental Concerns,2.0,2
79380,US 6 Highway Project Improvements from Interstate 15 (I-15) in Spanish Fork to Interstate (I-70) near Green River Funding Right-of-Way Permit and US Army COE Section 404 Permit Utah Wasatch Carbon and Emery Counties UT,Draft,Federal Highway Administration,UT,UT,2004-09-02,2004,2004-09-10,2005-03-28,2004-10-29,Environmental Concerns,1.0,1
85953,Wyoming Range Allotment Complex To Determine Whether or not to Allow Domestic Sheep Grazing Bridger-Teton National Forest Big Piney Greys River and Jackson Ranger Districts Sublette Lincoln and Teton Counties WY,Final,Forest Service,WY,WY,2004-09-03,2004,2004-09-10,2004-10-29,2004-10-12,Environmental Concerns,2.0,1
80931,PROGRAMMATIC - Seagrass Restoration in the Florida Keys National Marine Sanctuary Implementation US Army COE Section 404 Permit Monroe County FL,Final,National Oceanic and Atmospheric Administration,FL,FL,2004-09-03,2004,2004-09-10,2004-10-07,2004-10-12,Lack of Objections,,1
75865,PROGRAMMATIC - Wind Energy Development Program To Address Stewardship Conservation and Resource Use on BLM-Administered Lands Right-of-Way Grants Western United States,Draft,Bureau of Land Management,,,2004-09-03,2004,2004-09-10,2004-12-08,2004-12-09,Environmental Concerns,2.0,1
75864,Las Vegas Valley Disposal Boundary Project Disposal and Use of Public Land under the Management of (BLM) Implementation Clark County NV,Draft,Bureau of Land Management,NV,NV,2004-09-03,2004,2004-09-10,2004-11-16,2004-11-09,Environmental Concerns,2.0,1
82826,National Enrichment Facility (NEF) Construction Operation and Decommission of a Gas Centrifuge Uranium Enrichment Facility License Application NUREG-1790 near Eunice Lea County NM,Draft,Nuclear Regulatory Commission,NM,NM,2004-09-07,2004,2004-09-17,2004-11-05,2004-11-06,Lack of Objections,,2
85954,Fishtrap Project Proposed Timber Harvest Prescribed Burning Road Construction and Other Restoration Activities Lolo National Forest Plains/Thompson Falls Ranger District Sanders County MT,Draft,Forest Service,MT,MT,2004-09-07,2004,2004-09-17,2004-10-28,2004-11-01,Environmental Concerns,2.0,1
85955,Ojo CalienteTransmission Line Authorization Construction Operation and Maintenance of a new 115 kV Transmission Line and Substation Carson National Forest and BLM Taos Field Office Taos and Rio Arriba Counties NM,Draft,Forest Service,NM,NM,2004-09-07,2004,2004-09-17,2004-09-25,2004-11-01,Lack of Objections,,1
76730,Operation of Flaming Gorge Dam Colorado River Storage Project Protection and Assistance in the Recovery of Populations and Designated Critical Habitat of Four Endangered Fishes: Bony Tail Colorado Pikeminnow Humpback Chub and Razorback Sucker Green River UTand WY,Draft,Bureau of Reclamation,UT,UT,2004-09-08,2004,2004-09-17,2004-11-12,2004-11-15,Environmental Concerns,2.0,1
75866,California Coastal National Monument Resource Management Plan Protection of Important Biological and Geological Values: Island Rocks Exposed Reefs and Pinnacles above Mean High Tide CA OR and Mexico,Draft,Bureau of Land Management,CA,CA,2004-09-08,2004,2004-09-17,2004-10-22,2004-12-16,Lack of Objections,,2
85956,Black Hills National Forest Land and Resource Management Plan Phase II Amendment Proposal to Amend the 1997 Land and Resource Management Plan Custer Fall River Lawrence Meade and Pennington Counties SD; and Crook and Weston Counties WY,Draft,Forest Service,SD,SD,2004-09-08,2004,2004-09-17,2004-12-16,2005-01-14,Environmental Concerns,2.0,1
85957,White Mountain National Forest Land and Resource Management Plan Forest Plan Revision Implementation Carroll Coos Grafton Counties NH and Oxford County ME,Draft,Forest Service,NH,NH,2004-09-09,2004,2004-09-17,2004-12-14,2004-12-15,Lack of Objections,,1
76486,PROGRAMMATIC - Missile Defense Agency To Incrementally Develop Test Deploy and Plan for Decommissioning of the Ballistic Missile Defense System (BMDS),Draft,Department of Defense,,,2004-09-09,2004,2004-09-17,2004-11-17,2004-11-17,Lack of Objections,,1
79381,US-24 Transportation Project Improvements between Napoleon to Toledo Funding Lucas and Henry Counties OH,Draft,Federal Highway Administration,OH,OH,2004-09-10,2004,2004-09-17,2004-11-10,2004-11-10,Environmental Concerns,1.0,1
77433,Upper North Fork Feather River Project (FERC-No.2105) Issuing a New License for Existing 3517.3 megawatt(MW) Hydroelectric Facility North Fork Feather River Plumas County CA,Draft,Federal Energy Regulatory Commission,CA,CA,2004-09-10,2004,2004-09-17,2004-11-29,2004-11-01,Environmental Concerns,2.0,1
76826,National Biodefense Analysis and Countermeasures Center (NBACC) Facility at For Detrick Construction and Operation Fort Detrick Frederick County MD,Draft,Department of Homeland Security,MD,MD,2004-09-10,2004,2004-09-17,2004-10-26,2004-11-01,Environmental Concerns,2.0,1
85985,Joseph Creek Rangeland Analysis Project Proposal to Allocate Forage for Commercial Livestock Grazing on Eleven Allotments Wallowa-Whitman National Forest Wallowa Valley Ranger District Wallowa County OR,Draft,Forest Service,OR,OR,2004-09-13,2004,2004-09-24,2004-11-19,2004-11-08,Environmental Concerns,2.0,1
81777,Schoodic General Management Plan Amendment Implementation Acadia National Park ME,Draft,National Park Service,ME,ME,2004-09-13,2004,2004-09-24,2004-11-23,2004-11-23,Lack of Objections,,1
75867,Castle Peak and Eightmile Flat Oil and Gas Expansion Project Expansion of Crude Oil and Natural Gas Development and Production Programs Right-of-Way Grant Duchesne and Uintah Counties UT,Draft,Bureau of Land Management,UT,UT,2004-09-13,2004,2004-09-24,2004-12-06,2004-11-08,Environmental Concerns,2.0,1
85980,Virginia Forest Management Project Area Resource Management Activities on 101 000 acres of Federal Land Superior National Forest Eastern Region St. Louis County MN,Final,Forest Service,MN,MN,2004-09-14,2004,2004-09-24,2004-10-25,2004-10-25,Lack of Objections,,1
75179,PROGRAMMATIC - Navajo Nation 10-Year Forest Management Plan New and Update Information Chugka Mountains and Defiance Plateau Area AZ NM,Draft Supplement,Bureau of Indian Affairs,AZ,AZ,2004-09-14,2004,2004-09-24,2004-12-15,2004-11-08,Environmental Concerns,2.0,1
86009,Wasatch Plateau Grazing Project Sheep Grazing Continuance Issuance of Term Grazing Permits on 31 Sheep Allotments Manti-La Sal National Forest Sanpete Ferron and Price Ranger Districts Sanpete Carbon Utah and Emery Counties UT,Draft,Forest Service,UT,UT,2004-09-14,2004,2004-09-24,2004-11-12,2004-11-08,Environmental Concerns,2.0,1
85981,Mt. Ashland Ski Area Expansion Implementation Ashland Ranger District Rogue River National Forest and Scott River Ranger District Klamath National Forest Jackson County OR,Second Final,Forest Service,OR,OR,2004-09-16,2004,2004-09-24,2004-10-26,2004-10-25,Lack of Objections,,1
85983,Easy Fire Recovery Project and Proposed Non-Significant Forest Plan Amendments Timber Salvage Future Fuel Reduction Road Reconstruction and Maintenance Road Closure Tree Planting and Two Non-Significant Forest Plan Amendments Implementation Malheur National Forest Prairie City Ranger District Grant County OR,Final,Forest Service,OR,OR,2004-09-16,2004,2004-09-24,2004-10-26,2004-10-25,Lack of Objections,,1
85984,Sheep Creek Range Analysis Grazing and Special Use Allotments Grazing and Special Use Permits Issuance Lewis and Clark National Forest White Sulphur Springs Ranger District Meagher and Cascade Counties MT,Final,Forest Service,MT,MT,2004-09-16,2004,2004-09-24,2004-10-15,2004-10-25,Environmental Concerns,2.0,1
82827,GENERIC - Donald C. Cook Nuclear Plant Units No. 1 and 2 (TAC Nos. MC1221 and MC1222) License Renewal Supplement 20 to NUREG 1437 Berrien County MI,Draft,Nuclear Regulatory Commission,MI,MI,2004-09-17,2004,2004-09-24,2004-12-08,2004-12-08,Environmental Concerns,2.0,1
85982,Commercially Guided Helicopter Skiing on the Kenai Peninsula Issuance of a Five Year Special Use Permit Chugach National Forest Glacier and Seward Ranger Districts Kenai Peninsula AK,Final,Forest Service,AK,AK,2004-09-17,2004,2004-09-24,2004-10-13,2004-10-25,,,0
80932,PROGRAMMATIC - Pacific Coast Groundfish Bycatch Management Establish Policies and Program Direction to Minimize Bycatch in the West Coast Groundfish Fisheries Magnuson-Stevens Act WA OR and CA,Final,National Oceanic and Atmospheric Administration,WA,"WA, OR",2004-09-17,2004,2004-09-24,2004-10-25,2004-10-25,,,0
86015,Fish Passage and Aquatic Habitat Restoration at Hemlock Dam Implementation Gifford Pinchot National Forest Mount Adams District Skamania County WA,Draft,Forest Service,WA,WA,2004-09-21,2004,2004-10-01,2004-11-05,2004-11-15,Environmental Concerns,2.0,2
86038,Southwestern Region Amendment of Forest Plans Implementation Updated Information Standards and Guidelines for Northen Goshawk and Mexican Spotted Owl AZ and NM,Draft Supplement,Forest Service,AZ,AZ,2004-09-22,2004,2004-10-01,2004-11-12,2004-11-15,Lack of Objections,,2
82779,Williamson River Delta Restoration Project Restoration and Maintenance of the Ecological Functions of the Delta Williamson River Klamath County OR,Draft,Natural Resource Conservation Service,OR,OR,2004-09-22,2004,2004-10-01,2004-11-18,2004-11-15,Lack of Objections,,1
76731,Sacramento River Settlement Contractors (SRSC) Settlement Contractors Long-Term Contract for 145 Contractors Renewal Central Valley Project (CVP) Sacramento River Several Counties CA,Draft,Bureau of Reclamation,CA,CA,2004-09-24,2004,2004-10-01,2004-11-15,2004-11-15,Environmental Concerns,2.0,2
80722,National Institutes of Health (NIH) Master Plan 2003 Update National Institutes of Health Main Campus Bethesda Montgomery County MD,Draft,National Institute of Health,MD,MD,2004-09-24,2004,2004-10-01,2004-11-29,2004-11-29,Environmental Concerns,2.0,1
79405,US-17 Interstate Corridor Improvements south of NC-1127 (Possum Track Road) to north of NC-1418 (Roberson Road) Funding and Permit Issuance City of Washington and Town of Chocowinty Vicinity Beaufort and Pitt Counties NC,Final,Federal Highway Administration,NC,NC,2004-09-27,2004,2004-10-08,2004-11-08,2004-11-08,Lack of Objections,,1
83250,Santa Cruz River Paseo de las Iglesias Feasibility Study To Identify Define and Solve Environmental Degradation Flooding and Water Resource Problems City of Tucson Pima County AZ,Draft,U.S. Army Corps of Engineers,AZ,AZ,2004-09-27,2004,2004-10-08,2004-11-12,2004-11-22,Lack of Objections,,2
83251,PROGRAMMATIC - Upper Mississippi River and Illinois Waterway System Navigation Feasibility Study (UMR-IWW) Addressing Navigation Improvement Planning and Ecological Restoration Needs MS IL IA MN MO WI,Final,U.S. Army Corps of Engineers,IL,"IL, IA, MN, MS, MO",2004-09-28,2004,2004-10-08,2004-11-08,2004-11-12,Environmental Concerns,1.0,1
86010,Cottonwood II Vegetation Management Project Vegetation Management in the North and South Cottonwood Creek Drainages Implementation Bridger-Teton National Forest Big Piney Ranger District Sublette County WY,Draft,Forest Service,WY,WY,2004-09-28,2004,2004-10-08,2004-11-22,2004-11-22,Environmental Concerns,2.0,1
81778,Colorado River Management Plan To Provide a Wilderness-Type River Experience for Visitors General Management Plan Grand Canyon National Park Colorado River Coconino County AZ,Draft,National Park Service,AZ,AZ,2004-09-29,2004,2004-10-08,2005-02-01,2005-01-06,Environmental Concerns,2.0,1
79406,City of Lebanon Bridge Over Norfolk Southern Project Construction Norfolk Southern Railroad Double-Track Main Line Between 12th Street and Lincoln Avenue Funding Lebanon County PA,Final,Federal Highway Administration,PA,PA,2004-09-29,2004,2004-10-08,2004-10-28,2004-11-08,Lack of Objections,,1
86011,Table Top Exploratoy Oil and Gas Well New Information for the Approved 1994 Final EIS Wasatch-Cache National Forest Evanston Ranger District Summit County UT,Draft Supplement,Forest Service,UT,UT,2004-09-30,2004,2004-10-08,2004-11-23,2004-11-22,Environmental Concerns,2.0,1
86012,Meadows Slope Wildland Fire Protection Project Proposal to Create and Maintain a Fuelbreak of Reduced Crown Fire Hazard Payette National Forest New Meadows Ranger District Adams and Valley Counties ID,Draft,Forest Service,ID,ID,2004-09-30,2004,2004-10-08,2004-11-22,2004-11-22,Environmental Concerns,2.0,1
83252,Cornhusker Army Ammunition Plant (CHAAP) Land Disposal Industrial Tracts Proposed Disposal and Reuse of Tracts 32 thru 36 47 61 and 62 Hall County NE,Draft,U.S. Army Corps of Engineers,NE,NE,2004-09-30,2004,2004-10-08,2004-11-19,2004-11-22,Lack of Objections,,2
83253,Emerald Creek Garnet Project Proposal to Mine Garnet Reserves within the St. Maries River Floodplain near Fernwood Walla Walla District Issuance of Several Permits Benewah and Shoshone Counties ID,Final,U.S. Army Corps of Engineers,ID,ID,2004-09-30,2004,2004-10-08,2004-10-21,2004-11-08,Lack of Objections,,0
77062,Utah Lake Drainage Basin Water Delivery System (ULS) Construction and Operation Bonneville Unit of the Central Utah Project (CUP) Utah Salt Lake Wasatch and Juab Counties UT,Final,Department of the Interior,UT,UT,2004-09-30,2004,2004-10-08,2004-11-05,2004-11-08,Lack of Objections,,1
77434,Stanislaus River Projects Relicensing of Hydorelectric Project: Sping Gap-Stanislaus FERC No. 2130; Beardsley/DonnellsFERC No. 2005; Tulloch FERC No. 2067; and Donnells-Curtis Transmission Line FERC No. 2118 Tuolumne and Calaveras Counties CA,Draft,Federal Energy Regulatory Commission,CA,CA,2004-09-30,2004,2004-10-08,2005-01-05,2004-12-07,Environmental Concerns,2.0,1
84427,Relocation of the C-5 Formal Training Unit from Altus Air Force Base Oklahoma to Lackland Air Force Base Bexar County TX,Draft,United States Air Force,TX,TX,2004-10-01,2004,2004-10-08,2004-11-19,2004-11-22,Lack of Objections,,2
86013,Village at Wolf Creek Project Application for Transportation and Utility Systems and Facilities Proposed Development and Use of Road and Utility Corridors Crossing National Forest System Lands to Access 287.5 Acres of Private Property Land Mineral County CO,Draft,Forest Service,CO,CO,2004-10-01,2004,2004-10-08,2004-12-06,2005-01-05,Environmental Concerns,2.0,1
86014,18 Fire Recovery Project Salvaging Dead Trees Reforesting 1 936 Acres with Ponderosa Pine Seedling and Closing/Decommissioning Roads Deschutes National Forest Bend Fort Rock Ranger District Deschutes County OR,Final,Forest Service,OR,OR,2004-10-01,2004,2004-10-08,2004-11-05,2004-11-22,Lack of Objections,,1
80349,Fulton Street Transit Center Construction and Operation Improvements to Accessing To From and Within Lower Manhattan Serving 12 NYCT Subway Lines Metropolitan Transportation Authority (MTA) New York City Transit (NYCT) New York NY,Final,Federal Transit Administration,NY,NY,2004-10-01,2004,2004-10-08,2004-11-05,2004-11-08,Lack of Objections,,1
79407,US-2 Highway Corridor Improvement Project Reconstruction between Havre to Fort Belknap Replacement of the Aging US-2 Facility US Army COE Section 404 Permit Hill and Blaine Counties MT,Final,Federal Highway Administration,MT,MT,2004-10-01,2004,2004-10-08,2004-10-28,2004-11-08,Environmental Concerns,2.0,1
86039,North Sheep Allotments - Sheep and Goat Allotment Management Plans Authorization of Continued Sheep Grazing for Fisher Creek Smiley Creek North Fork-Boulder and Baker Creek Sheep and Goat Grazing Allotments Sawtooth National Forest Ketchum Ranger District Sawtooth National Recreation Area Blaine and Custer Counties ID,Final,Forest Service,ID,ID,2004-10-04,2004,2004-10-15,2004-11-08,2004-11-15,,,0
81928,Activities Associated with Future Programs at U.S. Army Dugway Proving Ground Implementation Tooele and Juab Counties UT,Final,United States Army,UT,UT,2004-10-04,2004,2004-10-15,2004-12-20,2004-11-15,,,0
77541,Philadelphia International Airport Project Proposed Runway 17-35 Extension Project Funding NPDES Permit and US Army COE Section 404 Permit Philadelphia PA,Draft,Federal Aviation Administration,PA,PA,2004-10-04,2004,2004-10-15,2004-12-01,2004-12-01,Environmental Concerns,1.0,1
76827,PROGRAMMATIC - Office of Border Patrol Operational Activities with the Border Areas of the Tucson and Yuma Sectors Expansion of Operations of Technology-Based Systems Completion and Maintenance of Approved Infrastructure Cochise Pima Santa Cruz and Yuma Counties AZ,Revised Draft,Department of Homeland Security,AZ,AZ,2004-10-04,2004,2004-10-15,2005-01-28,2005-01-29,Environmental Concerns,2.0,1
86040,Emerald Bay Timber Sale Implementation Additional Information on the Potential Effects of the Project Alternatives Ketchikan-Misty Fiords Ranger District Tongass National Forest AK,Draft Supplement,Forest Service,AK,AK,2004-10-05,2004,2004-10-15,2004-12-01,2004-11-29,Environmental Concerns,2.0,0
79409,US-219 Improvements Project Meyersdale to Somerset SR 6219 Section 020 Funding US Army COE Section 404 Permit Somerset County PA,Draft,Federal Highway Administration,PA,PA,2004-10-05,2004,2004-10-15,2004-11-30,2004-11-30,Environmental Concerns,2.0,1
79408,MO-17 Transportation Improvement Project from Route O to South Howell County Line Bridge Replacement Shannon Texas and Howell Counties MO,Final,Federal Highway Administration,MO,MO,2004-10-05,2004,2004-10-15,2004-11-10,2004-11-15,Lack of Objections,,2
86041,Vail Valley Forest Health Project Landscape-Scale Vegetation Management and Fuels Reduction White River National Forest Holy Cross Ranger District Eagle County CO,Draft,Forest Service,CO,CO,2004-10-06,2004,2004-10-15,2004-12-20,2004-11-29,Environmental Concerns,2.0,1
80723,Galveston National Laboratory for Biodefense and Emerging Infectious Diseases Research Facility at the University of Texas Medical Branch Construction Partial Funding Grant Galveston TX,Draft,National Institute of Health,TX,TX,2004-10-08,2004,2004-10-15,2004-12-15,2004-12-17,Lack of Objections,,2
83254,Central and Southern Florida Project Comprehensive Everglades Restoration Plan Aquifer Storage and Recovery (ASR) Pilot Operations Feasibility Testing Utilizing ASR Technology for Water Storage at Seven Well Sites Right-of-Way Permit and NPDES Permit Several Counties FL,Final,U.S. Army Corps of Engineers,FL,FL,2004-10-14,2004,2004-10-22,2004-12-10,2004-11-22,Lack of Objections,,2
75868,Clark County Regional Flood Control Master Plan Updated Information tothe 1991 to the FEIS Facilities Construction and Operation Right-of-Way Approval and US Army COE Section 404 Permit Clark County NV,Final Supplement,Bureau of Land Management,NV,NV,2004-10-14,2004,2004-10-22,2004-11-22,2004-11-22,Environmental Concerns,1.0,2
86042,Crooked River National Grassland Vegetation Management/Grazing Vegetation Treatments and Grazing Disposition Ochoco National Forest Jefferson County OR,Final,Forest Service,OR,OR,2004-10-14,2004,2004-10-22,2004-11-26,2004-11-22,Lack of Objections,,1
77302,Rhode Island Region Long-Term Dredged Material Disposal Site Evaluation Project Designation of One or More Long-Term Ocean Disposal Sites RI and MA,Final,Environmental Protection Agency,RI,RI,2004-10-14,2004,2004-10-22,2004-11-30,2004-11-30,,,0
82509,Tongue River III Western Alignment Construction and Operation Alternative Route for the southernmost portion of the 41-mile Ashland to Decker Rail Line US Army COE Section 404 Permit Rosebud and Bighorn Counties MT,Second Draft Supplemental,Surface Transportation Board,MT,MT,2004-10-15,2004,2004-10-22,2004-12-02,2004-12-06,Environmental Concerns,2.0,1
77918,Box Canyon (Hydroelectric) Project (FERC Project No. 2042-013) Application for a New License for existing 72-megawatt (mw) Hydroelectric Project Public Utility District No. 1 (PUD) Pend Oreille River Pend Oreille County WA and Bonner County ID,Final,Federal Energy Regulatory Commission,WA,WA,2004-10-15,2004,2004-10-22,2004-11-24,2004-11-22,Environmental Concerns,2.0,2
80748,National Emerging Infectious Diseases Laboratories Construction of a National Biocontainment Laboratory BioSquare Research Park Boston University Medical Center Campust Boston MA,Draft,National Institute of Health,MA,MA,2004-10-15,2004,2004-10-22,2005-01-03,2005-01-03,Environmental Concerns,2.0,1
81779,Pictured Rocks National Lakeshore General Management Plan and Wilderness Study Implementation Lake Superior Munising and Grand Marais Alger County MI,Final,National Park Service,MI,MI,2004-10-15,2004,2004-10-22,2004-11-12,2004-11-22,Environmental Concerns,2.0,1
77542,Gary/Chicago International Airport Master Plan Development including Runway Safety Area Enhancement/Extension of Runway 12/30 Funding Lake County IN,Final,Federal Aviation Administration,IN,IN,2004-10-15,2004,2004-10-22,2004-11-22,2004-11-22,Environmental Concerns,2.0,1
86044,Wasatch Powderbird Guides Permit Renewal Authorization to Continue Providing Guided Helicopter Skiing Activities on National Forest System (NFS) Land on the Wasatch-Cache and Uinta National Forests Special-Use Permit (SUP) Provo and Salt Lake City UT,Second Final,Forest Service,UT,UT,2004-10-18,2004,2004-10-29,2004-12-09,2004-11-29,Lack of Objections,,1
86043,Fortine Project Vegetation Management Timber Harvest and Fuel Reduction Activities Implementation Kootenai National Forest Fortine Rnager District Lincoln County MT,Final,Forest Service,MT,MT,2004-10-18,2004,2004-10-29,2004-11-17,2004-11-29,Environmental Concerns,2.0,1
79437,Western Section of the Winston-Salem Northern Beltway US 158 north to US 52 TIP Project No. R-2247 Forsyth County NC,Final Supplement,Federal Highway Administration,NC,NC,2004-10-18,2004,2004-10-29,2005-01-12,2004-11-29,Environmental Concerns,2.0,1
79436,Winston-Salem Northern Beltway ( Eastern Section) US 52 south to I-40 Business and I-40 Business south to US 311 Improvements to the Surface Transportation Network TIP Project Nos. U2579 and U-2579A Forsyth County NC,Draft Supplement,Federal Highway Administration,NC,NC,2004-10-18,2004,2004-10-29,2005-01-11,2005-01-05,Environmental Concerns,2.0,1
79410,Brown Park Road Project Reconstruction (Paving) and Partial Re-Alignment from Red Creek to Colorado State Line Diamond Mountain Resource Management Plan Amendment (BLM) US Army COE Section 404 Permit Daggett County UT,Draft,Federal Highway Administration,UT,UT,2004-10-20,2004,2004-10-29,2004-12-17,2005-01-10,Environmental Concerns,2.0,1
83279,Hamilton City Flood Damage Reduction and Ecosystem Restoration Proposal to Increase Flood Protection and Ecosystem Restoration Sacramento River Glenn County CA,Final,U.S. Army Corps of Engineers,CA,CA,2004-10-20,2004,2004-10-29,2004-10-27,2004-11-29,,,1
83255,Unalaska Navigation Improvements Projects Construction of Harbor on Amaknak Island in Aleutian Island Chain Locally known as 'Little South America' Integrated Feasiblity Report Aleutian Island AK,Final,U.S. Army Corps of Engineers,AK,AK,2004-10-20,2004,2004-10-29,2004-12-01,2004-11-29,,,0
