eis_id,title,document_type,lead_agency,state,all_states,filed_date,filed_year,federal_register_date,comment_letter_date,comment_due_date,epa_impact,epa_adequacy,attachment_count
79974,Illiana Corridor Project Tier One Transportation System Improvements Will and Kankakee Counties IL and Lake County IN,Draft,Federal Highway Administration,IL,IL,2012-07-05,2012,2012-07-13,2012-08-28,2012-08-29,Environmental Concerns,2.0,1
87209,Creeks II Forest Restoration Project Proposal to Protect Rural Communities from Hazards by Constructing Fuel Breaks known as Defensible Fuel Profile Zones (DFPZs) Lassen National Forest Almanor Ranger District Plumas County CA,Final,Forest Service,CA,CA,2012-07-06,2012,2012-07-13,2012-08-07,2012-08-13,Environmental Concerns,2.0,1
79976,I-710 Corridor Project Improvements from Ocean Boulevard in the City of Long Beach to State Route 60 in east Los Angeles Funding Los Angeles County CA,Draft,Federal Highway Administration,CA,CA,2012-07-06,2012,2012-07-13,2012-09-28,2012-08-29,Environmentally Unsatisfactory,3.0,1
88592,Proposed Modernization and Expansion of Townsend Bombing Range Acquiring Additional Property and Constructing Infrastructure to Allow the Use of Precision-Guided Munitions McIntosh and Long Counties GA,Draft,United States Navy,GA,GA,2012-07-06,2012,2012-07-13,2012-08-27,2012-09-27,Environmental Concerns,2.0,3
80682,Corporate Average Fuel Economy Standards Passenger Cars and Light Truck Model Years 2017-2025 To Reduce National Energy Consumption by Increasing the Fuel Economy of Passenger Cars and Light Trucks sold in the U.S.,Final,National Highway Traffic Safety Administration,,,2012-07-09,2012,2012-07-13,,2012-08-13,,,0
84566,Sierra Vista Specific Plan Development Implementation City of Roseville Placer County CA,Draft,U.S. Army Corps of Engineers,CA,CA,2012-07-09,2012,2012-07-20,2012-09-04,2012-09-04,Environmental Objections,2.0,1
82661,Hampton - Rochester - La Crosse Transmission System Improvement Project Construction and Operation of a 345-kilovolt Transmission Line and Associated Facilities between Hampton MN and La Crosse WI,Final,Rural Utilities Service,MN,MN,2012-07-10,2012,2012-07-20,2012-08-20,2012-08-20,Environmental Concerns,2.0,1
87178,Fall River West and Oglala Geographic Areas Allotment Mangement Planning Pine Ridge and Fall Ranger Districts Nebraska National Forest Dawes and Sioux Counties NE and Fall River County SD,Draft,Forest Service,NE,NE,2012-07-10,2012,2012-07-20,2012-08-15,2012-09-04,Lack of Objections,,1
76371,Prehistoric Trackways National Monument Resource Management Plan Implementation Dona Ana County NM,Draft,Bureau of Land Management,NM,NM,2012-07-11,2012,2012-07-20,2012-09-21,2012-10-22,Lack of Objections,,1
82529,Big South Fork National River and Recreation Area Obed Wild and Scenic River Non-Federal Oil and Gas Management Plan Implementation KY and TN,Final,National Park Service,KY,KY,2012-07-12,2012,2012-07-20,2012-08-20,2012-08-20,Environmental Concerns,1.0,1
80172,California High-Speed Train (HST): Fresno to Bakersfield Section High-Speed Train Reintroducing Alignment Alternatives and an Additional Alternative through the Bakersfield Area USACE Section 10 and 404 Permits Fresno Kings Tulare and Kern Counties CA,Draft Supplement,Federal Railroad Administration,CA,CA,2012-07-12,2012,2012-07-20,2012-10-19,2012-10-19,Environmental Concerns,2.0,1
79975,US 550 South Connection to US 160 Updated Information To US 160 from Durango to Bayfield US Army COE Section 404 Permit La Plata County CO,Final Supplement,Federal Highway Administration,CO,CO,2012-07-12,2012,2012-07-20,2012-08-13,2012-08-27,,,0
87176,Beaverhead-Deerlodge National Forest Land and Resource Management Plan To Comply District of Montana Court Order To Apply the Minimization Criteria to Three Routes Specifically Designated in the Forest Plan as Exceptions to Winter Non-motorized Areas Beaverhead and Jefferson Counties MT,Draft Supplement,Forest Service,MT,MT,2012-07-12,2012,2012-07-20,2012-08-16,2012-09-04,Lack of Objections,,1
84564,Folsom Dam Modification Project Approach Channel Providing New or Additional Information on the Design and Means to Construct the Auxiliary Spillway Approach Channel Placer and El Dorado Counties CA,Draft Supplement,U.S. Army Corps of Engineers,CA,CA,2012-07-13,2012,2012-07-20,2012-09-10,2012-09-10,Environmental Concerns,2.0,1
80725,Public Sale of Plum Island Animal Disease Center Long Island Sound Suffolk County NY,Draft,General Services Administration,NY,NY,2012-07-13,2012,2012-07-20,2012-10-26,2012-10-26,Environmental Concerns,2.0,1
76367,PROGRAMMATIC - Solar Energy Development in Six Southern States To Identify and Prioritze Specific Locations Best Suited for Utility Scale Solar Energy Development on Public Lands AZ CA CO NV NM and UT,Final,Bureau of Land Management,AZ,"AZ, CA, CO, NV, NM",2012-07-18,2012,2012-07-27,2012-08-27,2012-08-27,Environmental Concerns,2.0,1
87210,South George Vegetation and Fuels Management Project To Improve Forest Health and Resilience to Fire Insects and Disease in Upland Forests Pomerory Ranger District Umatilla National Forest Asotin and Garfield Counties WA,Final,Forest Service,WA,WA,2012-07-19,2012,2012-07-27,2012-08-27,2012-08-27,Lack of Objections,,1
76370,Lost Creek In Situ Recovery Project To Analyze the Site-Specific Impacts Associated with the Plan of Operations Sweetwater County WY,Final,Bureau of Land Management,WY,WY,2012-07-19,2012,2012-07-27,2012-08-23,2012-08-27,,,0
76854,PROGRAMMATIC - Northern Border Activities Program Propose to Enhance its Program of Security along the United States' Northern Border with Canada from Maine to Washington,Final,Department of Homeland Security,,,2012-07-19,2012,2012-07-27,2012-08-27,2012-08-27,,,0
80826,Surplus Plutonium Disposition (DOE/EIS-0283-S2) To Consider Options for Pit Disassembly and Conversion of Plutonium Metal to Oxide SC NM AL and TN,Second Draft Supplemental,National Nuclear Security Administration,AL,"AL, NM, SC",2012-07-20,2012,2012-07-27,2012-10-03,2012-09-25,Lack of Objections,,1
83916,Tier 1 DEIS - Rulemaking for Dry Cargo Residue (DCR) Discharges in the Great Lakes To Regulate Nonhazardous and Nontoxic DCR Sweeping from Vessels in the Great Lakes that fall under the Jurisdiction of the United States and Address Gaps Identified in Phase I Final EIS,Second Draft,U.S. Coast Guard,,,2012-07-20,2012,2012-07-27,2012-10-25,2012-10-25,Lack of Objections,,1
84536,City of Denison Land Conveyance Lake Texoma To Convey a Parcel of Federally-owned Land at Lake Texoma OK and TX to the City of Denison TX Grayson and Cooke Counties TX and Portion of Bryan Marshall Johnston and Love Counties OK,Final,U.S. Army Corps of Engineers,TX,TX,2012-07-20,2012,2012-07-27,2012-08-28,2012-08-28,Environmental Concerns,1.0,1
84538,Mississippi River Gulf Outlet Ecosystem Restoration To Develop a Comprehensive Ecosystem Restoration Plan to Restore the Lake Borgne Ecosystems LA and MS,Final,U.S. Army Corps of Engineers,LA,LA,2012-07-20,2012,2012-07-27,2012-08-28,2012-09-06,Environmental Concerns,1.0,1
88593,Marine Corps Air Ground Combat Center Project Land Acquisition and Airspace Establishment to Support Large-Scale MAGTF Live-Fire and Maneuver Training Facility Twentynine Palms San Bernardino County CA,Final,United States Navy,CA,CA,2012-07-20,2012,2012-07-27,2012-08-27,2012-08-27,Environmental Concerns,1.0,1
82194,Point Thomson Project Authorization for the Placement of Fill Material into U.S. Waters Permit Application AK,Final,United States Army,AK,AK,2012-07-20,2012,2012-07-27,2012-08-27,2012-08-27,Lack of Objections,,1
81195,PROGRAMMATIC - Lower Duwamish River Natural Resource Damage Assessment (LDR/NRDA) Restoration Plan Additional Detailed Information and Minor Changes Implementation King County WA,Draft Supplement,National Oceanic and Atmospheric Administration,WA,WA,2012-07-23,2012,2012-08-03,2012-10-03,2012-10-10,Lack of Objections,,1
78021,Middle Fork American River Hydroelectric Project (FERC Project No. 2079-069) Relicensing Placer and El Dorado Counties CA,Draft,Federal Energy Regulatory Commission,CA,CA,2012-07-23,2012,2012-08-03,2012-10-02,2012-10-02,Environmental Concerns,2.0,1
87207,Johnny O'Neil Late Successional Reserve Habitat Restoration and Fuel Reduction Project Proposal to Retain and Promote the Development of Late Successional Habitat and Reduce the Risk of Large High Severity Wildfire Happy Camp and Oak Knoll Ranger District Klamath National Forest Siskiyou County. CA,Final,Forest Service,CA,CA,2012-07-24,2012,2012-08-03,2012-08-15,2012-09-04,Environmental Concerns,2.0,1
87179,Shoshone Land Management Plan Revision Replacing the existing 1986 Plan with a new Plan Implementation Shoshone National Forest Park Fremont Sublette Teton and Hot Springs Counties WY,Revised Draft,Forest Service,WY,WY,2012-07-24,2012,2012-08-03,2012-11-26,2012-11-01,Environmental Concerns,2.0,1
84565,Eagle Rock Aggregate Terminal Project Determining to Issue Permits for the Authorization of Wharf Improvements and Related Dredging Activities in Navigable Waters of the U.S. Port of Long Beach Los Angeles County CA,Draft,U.S. Army Corps of Engineers,CA,CA,2012-07-25,2012,2012-08-03,2012-09-28,2012-09-17,Environmental Concerns,2.0,1
76366,Clark Lincoln and White Pine Counties Groundwater Development Project Construction and Operation of Pipeline System and Associated Infrastructure Right-Of-Way Application Clark Lincoln White Pine NV,Final,Bureau of Land Management,NV,NV,2012-07-26,2012,2012-08-03,2012-09-25,2012-10-01,Environmental Objections,2.0,1
79977,Tappan Zee Hudson River Crossing Project To Provide an Improved Hudson River Crossing between Rockland and Westchester Counties Funding USACE Section 10 and 404 Permits Rockland and Westchester Counties NY,Final,Federal Highway Administration,NY,NY,2012-07-27,2012,2012-08-03,2012-09-04,2012-09-04,Lack of Objections,,1
76680,San Joaquin River Restoration Program A Comprehensive Long-Term Effort to Restore Flows to the San Joaquin River from Friant Dam to the Confluence of Merced River and Restore a Self-Sustaining Chinook Salmon Fishery in the River while Reducing or Avoiding Adverse Water Supply Impacts from Interim and Restoration Flows Implementation CA,Final,Bureau of Reclamation,CA,CA,2012-08-01,2012,2012-08-10,2012-09-10,2012-09-10,Lack of Objections,,1
80474,ADOPTION - Middle Harbor Redevelopment Project Funding Port of Long Beach Los Angeles County CA,Final,Maritime Administration,CA,CA,2012-08-02,2012,2012-08-10,2012-08-15,2012-09-10,,,0
88618,LEGISLATIVE - Renewal of Naval Air Weapons Station China Lake Public Land Withdrawal To Conduct Research Development Acquisition Test and Evaluation Activities Kern Inyo and San Bernardino Counties CA,Draft,United States Navy,CA,CA,2012-08-02,2012,2012-08-10,2012-11-08,2012-11-08,Environmental Concerns,2.0,1
87208,Federal Coal Lease Modifications COC-1362 and COC 67232 Adding 800 and 921 Additional Acres Paonia Ranger District Grand Mesa Uncompahgre and Gunnison National Forests Gunnison County CO,Final,Forest Service,CO,CO,2012-08-02,2012,2012-08-10,2012-09-10,2012-09-10,,,0
87175,Allotment Management Planning in the McKelvie Geographic Area Project Managing Livestock Grazing Bessey Ranger District Samuel R. McKelvie National Forest Cherry County NE,Final,Forest Service,NE,NE,2012-08-02,2012,2012-08-10,2012-09-10,2012-09-10,Lack of Objections,,1
87180,Barren Ridge Renewable Transmission Project Construct Operate Maintain and Upgrade 220kV Electrical Transmission Lines and Switching Stations Kern and Los Angeles Counties CA,Final,Forest Service,CA,CA,2012-08-03,2012,2012-08-10,2012-09-10,2012-09-10,Environmental Concerns,2.0,1
76679,San Luis Reservoir State Recreation Area Resource Management Plan/General Plan Implementation Vicinity of Los Banos CA,Draft,Bureau of Reclamation,CA,CA,2012-08-03,2012,2012-08-10,2012-10-04,2012-10-05,Environmental Concerns,2.0,1
87211,On Top Hazardous Fuels Reduction Project To Disclose the Environmental Effects of a Federal Proposal on National Forest System (NFS) Land Plumas National Forest Feather River Ranger District Plumas Butte Counties CA,Final,Forest Service,CA,CA,2012-08-07,2012,2012-08-17,2012-09-17,2012-09-17,Environmental Concerns,2.0,1
79978,Billings Bypass Improvements Connecting Interstate 90 (I-90) east of Billings with Old Highway (Old Hwy 312) Possible USACE Section 10 and 404 Permits Yellowstone County MT,Draft,Federal Highway Administration,MT,MT,2012-08-09,2012,2012-08-17,2012-09-26,2012-10-01,Environmental Concerns,2.0,1
88619,Outdoor Research Development Test and Evaluation Activities within the Potomac River Test Range and Explosiives Experimental Area Complexes the Mission Area and Special-Use Airspace at Naval Support Facility Dahlgren Expansion Dahlgren VA,Draft,United States Navy,VA,VA,2012-08-10,2012,2012-08-17,2012-10-01,2012-10-01,Environmental Concerns,2.0,1
87212,Village at Wolf Creek Access Project Conveyance of Non-Federal Land to the U.S. in Exchange for National Forest System Lands Managed by the Rio Grande National Forest Mineral County CO,Draft,Forest Service,CO,CO,2012-08-10,2012,2012-08-17,2012-09-28,2012-10-01,Environmental Concerns,2.0,1
88783,Proposed Issuance of an Incidental Take Permit for the Beech Ridge Energy Wind Project Habitat Conservation Plan Implementation Greenbrier and Nicholas Counties WV,Draft,Fish and Wildlife Service,WV,WV,2012-08-14,2012,2012-08-24,2012-10-23,2012-10-23,Environmental Concerns,2.0,1
79979,State Route 91 Corridor Improvement Project Widening SR 91 from SR 91/ State Route 241 Interchange in Orange County to Pierce Street in Riverside County Orange and Riverside Counties CA,Final,Federal Highway Administration,CA,CA,2012-08-14,2012,2012-08-24,2012-09-24,2012-09-24,Environmental Concerns,2.0,1
88784,Sheldon National Wildlife Refuge Project Draft Resource Conservation Plan Implementation Humboldt and Washoe Counties NV and Lake County OR,Final,Fish and Wildlife Service,NV,NV,2012-08-16,2012,2012-08-24,2012-09-21,2012-09-24,Lack of Objections,,1
88620,Marine Corps Base Camp Pendleton Project Basewide Water Infrastructure Construction and Operation San Diego County CA,Final,United States Navy,CA,CA,2012-08-16,2012,2012-08-24,2012-09-21,2012-09-24,Lack of Objections,,1
79981,Breckenridge Ski Resort Peak 6 Project Implementation White River National Forest Summit County CO,Final,Federal Highway Administration,CO,CO,2012-08-16,2012,2012-08-24,2012-09-12,2012-09-24,,,0
79980,Trunk Highway 60 between Windom and St. James Implementation of Transportation System Improvements Funding USACE Section 404 Permit Cottonwood and Watonwan Counties MN,Final Supplement,Federal Highway Administration,MN,MN,2012-08-16,2012,2012-08-24,2012-09-04,2012-09-24,Lack of Objections,,1
87214,Prescott National Forest Land and Resource Management Plan Yavapai and Coconino Counties AZ,Draft,Forest Service,AZ,AZ,2012-08-17,2012,2012-08-24,2012-10-09,2012-11-28,Lack of Objections,,1
76398,Bakersfield Proposed Resource Management Plan Madera San Luis Obispo Santa Barbara Ventura Kings Tulare Fresno and Kern Counties CA,Final,Bureau of Land Management,CA,CA,2012-08-17,2012,2012-08-31,2012-09-26,2012-10-01,Lack of Objections,,1
87213,Wild Cramer Forest Health and Fuels Reduction Project Swan Lake Ranger District Flathead National Forest Flathead County MT,Draft,Forest Service,MT,MT,2012-08-17,2012,2012-08-24,2012-10-03,2012-10-09,Environmental Concerns,2.0,1
88621,LEGISLATIVE - Renewal of the Chocolate Mountain Aerial Gunnery Range Land Withdrawal Imperial and Riverside Counties CA,Draft,United States Navy,CA,CA,2012-08-20,2012,2012-08-31,2012-11-30,2012-11-30,Environmental Concerns,2.0,1
82531,Appalachian National Scenic Trail Delaware Water Gap National Recreation Area Middle Delaware National Scenic and Recreational River Susquehanna to Roseland 500kV Transmission Line Right-of-Way and Special-Use-Permit NJ and PA,Final,National Park Service,NJ,NJ,2012-08-20,2012,2012-08-31,2012-09-28,2012-10-01,Environmental Concerns,2.0,1
